,index_0,index_1,behavior_0,behavior_1,objective,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19
0,247,259,-0.5088199716750152,1.859150618335391,103.43498591927872,-0.21552708884098243,0.1785999514299233,-0.13742602747029475,-0.24954626651899353,-0.13265093838224223,0.38049372537777093,-0.7984560698831841,0.6457094966741915,0.039088206296205526,-0.21910496035740948,0.19789199816234454,-0.11226549852088169,0.4936498413831225,0.38909144461782147,0.18733782763316106,0.19947270800584546,0.183706235474109,-0.21553284574552894,0.6305647358276028,-0.0947658285022053
1,249,252,-0.13870289325093998,0.4915963861502348,103.48330183430994,0.1791599183595627,0.22735807504240532,0.13537006753626613,-0.4212881107025569,-0.28922975164493075,-0.25979807842864033,0.47165447248451675,-0.8708007790221237,-0.3723887799515827,1.0612600730761435,-0.3288152710230085,0.3644500961975377,-0.4768568137974071,0.48688693646625414,0.41631375787203245,0.2281883071092091,0.34519679459552816,-0.2595729999367808,0.45338090237643325,-0.7375753237095637
2,248,262,-0.3452745463159532,2.6488211835653193,103.33348333078276,0.7508873564526665,-0.15925142514466578,-0.9239612733788984,-1.1715016329302717,-0.7582679041626126,0.7848420017164098,-0.8063613040443265,0.4232356994343317,2.3031599646803236,-0.7880560289389096,-0.9141636473962443,-0.7890746257398701,0.06458404597804263,0.8971836853738202,0.08709546488984894,0.19485501897188984,-1.1225134603947184,0.4075724244622386,3.490454947624866,0.33282732979544594
3,250,261,0.0594626715142664,2.386335680025494,103.27875669633329,-0.3213052236142982,0.6258339432461136,-0.6061676458896124,-0.5742934637045656,-0.32523053759785436,1.4367671043945462,-0.7671239070771035,1.1711534780488768,-0.3555250248253737,-0.22464605146646263,0.2082454595067873,-0.06336981840399705,-0.0891711403122194,0.8320710199906787,-0.1067145192329069,0.7072277196108157,0.36682215903646354,0.423654953370377,0.20228203475849155,-0.09471218829899615
4,260,244,2.129680722780973,-1.2018531703744202,103.35588950385963,0.01852547182802089,-0.011070868818655488,0.009603840985132894,0.2119386343743856,-0.061690874558302244,1.9512604908132836,-0.04596946626834997,0.585086625435836,-0.6001233687135771,0.07212023770319839,0.640413505618292,-1.3893497319923667,0.3629333671402987,0.05766597827170461,0.4173075555354767,-0.16150941876171873,0.28891588958347986,-0.6514684657394127,0.08970501229878802,-0.8564668623289621
5,250,272,0.13179050123478353,4.526083614315405,102.85913263027085,-0.24011261038024623,0.3421826066983612,-0.05942739901924407,0.031179749618077332,-0.5153148524749536,0.45416241636602417,-1.7021007587086037,0.4272907440625273,1.6120439166797018,-0.21811331160686098,-0.2684171241325872,-0.33651701702913495,0.15509745953018322,0.6507932794661352,0.6237865632959994,0.9229806584348839,-0.24034311823479848,1.0823454559343109,1.4213462961640873,0.5150111608863253
6,249,254,-0.040160398057212165,0.8627508051670624,103.39232664379425,0.9346656295408889,-0.18554139103828995,0.4090547918198159,-0.18492653334521694,-0.45477991098809134,-0.2816259287309723,-0.314681616002513,-0.7627088266646695,0.11611176717191735,0.6842716201799187,-0.9052687595546902,-0.343806195838473,-0.13700778628143256,1.0825735273512875,1.002981992580887,0.12861903117756313,0.20414300597099608,-0.5163232888544884,1.1050853986293232,-0.7582461200139105
7,260,253,2.154681506228197,0.6549642178198658,103.18405659005339,-0.04131019678423406,-0.5239885986736696,-0.5412019604995216,0.931931370256288,0.4558415133622363,0.5268896644639022,-1.0717422958842007,1.4616803712383497,0.26176445446982566,0.6948171842792212,0.8355224199142874,-0.5838508776048081,-0.1457394932405071,0.10011938663894426,-0.41387830689990934,0.46628969406169724,-0.5134171518657906,-0.3183271583611921,1.3779319526254956,-0.14968624744835135
8,264,247,2.9346067483749345,-0.5489688565587153,103.12297129534018,0.8760436521564334,-0.731946092691924,-0.4631868710418712,-0.17368767156283915,0.8392245385104946,-0.4280166056273257,1.5036709841766587,-0.7802972411975074,-0.7241607729644479,3.016962828617263,0.42481475775712296,-1.2351423376014072,-1.8499533887216095,0.25171800965593527,1.2030799959079532,-0.5207911343190315,2.472483205214573,-0.5812773251444221,-0.32393678182199137,-0.38996385748583806
9,261,246,2.3871757182678546,-0.626957013636059,102.91443353518623,-0.4576190834422786,1.374297563064873,0.1611684023574746,1.03115296863912,1.0268565089486885,-0.23200902919507582,-1.2263338326696531,-0.31564087706382526,0.7804213530688666,0.24488174455966466,0.3975247074282711,-2.041161426644211,0.29755396780245136,0.1582565264892748,0.36230802488750746,0.9228993571198452,-0.13635601440290482,0.2538734128029922,-0.3723967374287178,-0.46945883169056757
10,249,256,-0.0635982306989557,1.3086775623346338,103.36592316390526,-0.67679394765202,0.3905525460617314,-0.5680344971921805,-0.8135947896953595,0.2678072105552777,0.5606288971736932,-0.4328272665432909,1.0118097908052404,0.3440134345396207,-0.14715960875166822,-0.7253901019757667,0.5833190290679411,-0.06702085571295258,0.6486545327870421,0.17222359601764126,-0.37516365175664823,0.8827724556930192,0.13813807451122956,0.2738830549236352,-0.22273857122050691
11,249,233,-0.10891611045768612,-3.3708769994411028,103.69269059083625,-0.6395072942505519,0.06040500775023264,-0.24973159337769263,0.13436108315332407,-0.9674784936235682,3.0066270260422545,-0.7185389185064684,0.26205329637775404,-0.6389298363131317,-0.35817638770983873,-0.3589362213290993,-1.5222878273544291,0.5090436686479087,0.34485792410999166,-0.3649895482801565,0.5810949925578868,-0.921363237527294,-1.2667727496132626,0.5951618126740486,-0.9666858133266967
12,261,241,2.4406501154798015,-1.7687431936289282,103.27062037270134,-1.1641391657628168,-0.24773155638377428,1.2286293650080637,0.2613334568538434,0.23199092601597,2.6005511305437166,-0.5848730900860113,0.44425017640210596,-0.7583152543381854,0.42895412722688997,0.7560443566129249,-1.4203778627156163,-0.02299045897660751,0.4368030360317594,0.544518837421935,0.33332327436458786,-0.1956417080146059,-0.22956361495434374,-1.158762288225173,-0.8120967651737888
13,237,259,-2.5178626714378227,2.010467847669608,103.46121991615401,0.2644634835387609,-0.7395352404065416,0.24952168820822745,0.00903800876396682,-0.46613538076376293,-0.8742030022035081,0.21544425362875408,-1.0928026275787115,-0.5040775100516639,0.4204236554266567,-0.8990363551440167,-0.4822518698902351,0.150529614822974,1.1710897934263498,0.7334222316150278,-0.011249347599870785,0.6749935123112002,-0.34976788246695284,1.8515417080284164,-0.8288035574332846
14,245,268,-0.9984682299181902,3.7560116753667914,103.08522771088886,-0.7740623765252597,0.7614265340130157,0.03323000212842572,-0.47470643464644363,-1.0671468681518805,0.8412677846802366,-0.7595297904937549,0.7906844645305502,0.6966060982237536,-1.0462376436768333,0.8074669706813185,0.07970469200017305,0.796451123706019,0.7022665175702338,-0.3401406322167174,-0.08692208726316566,0.7013591562085072,0.42259918101227395,0.7489558489457716,-0.07572909527762256
15,247,257,-0.55280699578452,1.4638318755026214,103.40732319139863,0.0695611357815733,0.7952927242708767,-0.22806301498685566,-0.3412073031243612,-0.28820947040128836,0.09308518975593666,-1.1619397282039563,1.1142028988604262,-0.1107450048026345,-0.49478442293423686,0.14700940027077158,-0.4991968823177993,0.7971661619879457,0.48808753766016044,0.11405504748146274,0.13459060340435386,-0.156103130547641,-0.13517377100293793,0.5394160997651698,0.03398080880113541
