,index_0,index_1,behavior_0,behavior_1,objective,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19
0,247,250,-0.550416482739601,0.04135265271672643,103.69600451146148,-0.09764008519953184,0.13964771716214466,-0.07785012681375172,0.08777757973469813,-0.15343052540702973,-0.001932742458223315,-0.11955317268624295,-0.052181746038872136,-0.1435060389551425,-0.13174734207764954,0.08348891575361737,-0.009531691177055704,-0.007580424086923843,-0.2542983443094546,0.016751559425896907,0.09338221333785329,0.15147140055743116,-0.24257185898965816,0.06329661467222934,0.14694426753279063
1,249,247,-0.1653184362186736,-0.5883872938515624,103.72652994751455,0.024683745886908415,-0.024666989974079137,0.006669115175969395,-0.15367942856118358,-0.052469236552162124,0.07775882627763205,-0.0722840703692235,-0.07299585250191526,0.17973519882080502,-0.07806974442142485,-0.011837717506335358,-0.22900436668739516,-0.06457659003186626,0.028175621799226027,0.029061565897964672,-0.19065973672416828,-0.012365494564888184,0.004199611948379443,-0.13051129371420978,-0.010868894268269591
2,250,248,0.1275568492211741,-0.38241149844004374,103.66376278101438,0.2537221455401372,0.1394297035827758,-0.09809950943049185,-0.24941906469863825,-0.0018211493506162801,0.09248386129683368,-0.04483007370749305,-0.09251102528380305,0.2432624231207411,-0.11466046184827117,0.13313177580259133,-0.2487945275508366,0.008793205443600294,0.05904063263086306,0.01118745663497599,-0.31595146617057757,0.09024254794219266,-0.10806855288407027,0.05577587568633563,-0.0677684459751183
3,245,251,-0.943680784750692,0.22975489009358896,103.71084710482725,-0.22912567913985987,0.1393201451502041,-0.1277701924937514,0.06683824276928216,-0.2221287389317679,-0.025841642363036432,-0.3141527359875043,-0.012278060030143395,-0.1593834129670015,-0.059158710757113445,-0.012177524925174515,0.09436140442960562,0.014823633833060165,-0.3333263774573637,0.023795500826915332,0.24545829255221954,0.24977798926022435,-0.17445641632322956,0.058588685303225085,0.06290970259410668
4,241,249,-1.7140744751851802,-0.20306006259199022,103.81883528711033,-0.17686744155947898,0.028343266241617534,-0.12813438317516537,0.10344636891519549,-0.03340744454637033,-0.3083985373574646,-0.19618977488088474,-0.38025155881878264,-0.42750765005827995,-0.19510731994556674,-0.15229700058017387,0.10800728223689492,0.21429253670725534,-0.3774327245901291,-0.1433852521546821,0.49798845829432314,-0.14848439056625548,-0.4497709098763101,0.09890227799176336,0.14911965994532367
5,255,247,1.0918361468628524,-0.5802077816139017,103.57381717155718,-0.005411883633983185,0.3532848598701625,0.12479475208353144,0.09480594129048069,-0.053075504490043016,0.09256378219776769,0.03828237975366042,0.3002588986553001,0.008247790692323786,0.1380851304436519,0.0009433015624766283,0.12078925796221755,0.19284835874255707,-0.40092253165217506,-0.16015341833737512,-0.0238784549426869,0.06431020720583265,-0.3530534383305041,0.0423753036647071,-0.06346636748895149
6,246,249,-0.7730965737057707,-0.08230550782304218,103.72461180749886,-0.18061149035654062,0.17821572356859472,0.07556913402101438,0.01795207164809095,0.022201954865802568,-0.04442738056496081,-0.3355918967103558,0.011757006943515972,-0.1248531072487821,-0.39330858987214984,-0.11770721019811406,0.1932078650344283,-0.10151177379799395,-0.28502363694213545,0.0466498116060674,0.2039457460674259,0.15389007254469567,-0.0345828610185785,-0.027425392641444318,-0.11374812847739313
7,247,251,-0.5839332785008671,0.2882793987348868,103.66529677039308,-0.19232887031521712,0.06422500605952414,0.01850172900741673,0.0026829337607838927,0.05743878262464809,0.1363374962912128,-0.06786755595212357,-0.11681562200756984,-0.17740807066631067,-0.3086991073032316,-0.06485710723037788,0.1760426014048135,-0.17235691850140297,-0.22687475861046624,-0.05110776042181209,0.48219126343181906,0.17520380036556626,-0.18769027981572922,0.07538323691153245,0.08234532120094391
8,256,246,1.3128804776494405,-0.7479214840756235,103.56827320766837,-0.16237030930140584,0.44877426051757613,0.1974162440573972,0.1511350852627759,-0.04308662784446031,0.2222995092405442,0.11534238160754871,0.008156842048880992,0.1642687880180211,0.21094430404256245,0.013145329455532723,-0.09631183136470342,-0.22956951417192908,-0.1585055492201567,0.16648729649385438,-0.3210054590473609,-0.034090910576349304,-0.20769760075471955,-0.05740477095090726,0.17703152606111552
9,248,250,-0.3769899591951473,0.04160855412631814,103.66821533774535,-0.03980838911117815,0.33073654204792685,-0.20982031513123067,0.03644602332802826,-0.04769907690509496,-0.02202278960687639,0.15389592857705825,-0.2825707745424917,-0.08259515432134007,-0.21355195352994868,0.17368271672337,-0.03357259768766177,-0.11828147529230916,-0.14718494209229424,0.009711602419280554,0.1822999556483775,0.16499282942050414,-0.3631661008799982,-0.020211984135856963,0.19333855000290626
